"dis_id","dis_name","url","create_time","status","cat_id","cat_name","dis_type"
"feixinbing","肺心病","http://www.haodf.com/jibing/feixinbing.htm","2015/11/8 18:49:31","0","zhongyihuxike","中医呼吸科","1"
"feiyan","肺炎","http://www.haodf.com/jibing/feiyan.htm","2015/11/8 18:49:31","0","zhongyihuxike","中医呼吸科","0"
"feiyanqiujunfeiyan","肺炎球菌肺炎","http://www.haodf.com/jibing/feiyanqiujunfeiyan.htm","2015/11/8 18:49:31","0","zhongyihuxike","中医呼吸科","1"
"feizhuanyixingzhongliu","肺转移性肿瘤","http://www.haodf.com/jibing/feizhuanyixingzhongliu.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"feizongshenjingsunshang","腓总神经损伤","http://www.haodf.com/jibing/feizongshenjingsunshang.htm","2015/11/8 18:04:58","0","chuangshangguke","创伤骨科","1"
"fengshixingduojitong","风湿性多肌痛","http://www.haodf.com/jibing/fengshixingduojitong.htm","2015/11/8 18:04:54","0","biantaifanyingke","过敏反应科","1"
"fengshixingxinzangbing","风湿性心脏病","http://www.haodf.com/jibing/fengshixingxinzangbing.htm","2015/11/8 18:53:58","0","zhongyixinneike","中医心内科","1"
"fengzhen","风疹","http://www.haodf.com/jibing/fengzhen.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"fenmian","分娩","http://www.haodf.com/jibing/fenmian.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","2"
"fenmianwanqibingfazheng","分娩期并发症","http://www.haodf.com/jibing/fenmianwanqibingfazheng.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","1"
"fenmixingzhongeryan","分泌性中耳炎","http://www.haodf.com/jibing/fenmixingzhongeryan.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"fubuchuagnshang","腹部创伤","http://www.haodf.com/jibing/fubuchuagnshang.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"fuerbing","副耳","http://www.haodf.com/jibing/fuerbing.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"fugaoyan","附睾炎","http://www.haodf.com/jibing/fugaoyan.htm","2015/11/8 18:50:29","0","zhongyinanke","中医男科","0"
"fujianyan","附件炎","http://www.haodf.com/jibing/fujianyan.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","1"
"fukejiancha","妇科检查","http://www.haodf.com/jibing/fukejiancha.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","2"
"fukeyanzheng","妇科炎症","http://www.haodf.com/jibing/fukeyanzheng.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","0"
"fumohouzhongliu","腹膜后肿瘤","http://www.haodf.com/jibing/fumohouzhongliu.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"fumozhongliu","腹膜肿瘤","http://www.haodf.com/jibing/fumozhongliu.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"fuqiangjingshoushu","腹腔镜手术","http://www.haodf.com/jibing/fuqiangjingshoushu.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","2"
"fuqiangrenshen","腹腔妊娠","http://www.haodf.com/jibing/fuqiangrenshen.htm","2015/11/8 18:04:56","0","chanke","产科","1"
"fuqiqingganwenti","夫妻情感问题","http://www.haodf.com/jibing/fuqiqingganwenti.htm","2015/11/8 18:38:58","0","xinlizixunke","心理咨询科","1"
"furu","副乳","http://www.haodf.com/jibing/furu.htm","2015/11/8 18:47:36","0","zhengxingwaike","整形科","0"
"fushanghan","副伤寒","http://www.haodf.com/jibing/fushanghan.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"futong","腹痛","http://www.haodf.com/jibing/futong.htm","2015/11/8 18:38:57","0","xiaohuaneike","消化内科","0"
"fuxie","腹泻","http://www.haodf.com/jibing/fuxie.htm","2015/11/8 18:53:58","0","zhongyixiaohuake","中医消化科","0"
"ganai","肝癌","http://www.haodf.com/jibing/ganai.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","0"
"ganfushui","肝腹水","http://www.haodf.com/jibing/ganfushui.htm","2015/11/8 18:49:29","0","zhongyiganbingke","中医肝病科","0"
"ganglie","肛裂","http://www.haodf.com/jibing/ganglie.htm","2015/11/8 18:49:30","0","zhongyigangchangke","中医肛肠科","0"
"ganglou","肛瘘","http://www.haodf.com/jibing/ganglou.htm","2015/11/8 18:49:30","0","zhongyigangchangke","中医肛肠科","0"
"gangzhounongzhong","肛周脓肿","http://www.haodf.com/jibing/gangzhounongzhong.htm","2015/11/8 18:49:30","0","zhongyigangchangke","中医肛肠科","0"
"ganlaoxingbiyan","干酪性鼻炎","http://www.haodf.com/jibing/ganlaoxingbiyan.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"ganmao","感冒","http://www.haodf.com/jibing/ganmao.htm","2015/11/8 18:49:31","0","zhongyihuxike","中医呼吸科","0"
"ganmuxibaoliu","肝母细胞瘤","http://www.haodf.com/jibing/ganmuxibaoliu.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"gannangzhong","肝囊肿","http://www.haodf.com/jibing/gannangzhong.htm","2015/11/8 18:05:10","0","ganbingke","肝病科","1"
"ganranxingxiuke","感染性休克","http://www.haodf.com/jibing/ganranxingxiuke.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"ganxingnaobing","肝性脑病","http://www.haodf.com/jibing/ganxingnaobing.htm","2015/11/8 18:38:57","0","xiaohuaneike","消化内科","1"
"ganxueguanliu","肝血管瘤","http://www.haodf.com/jibing/ganxueguanliu.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"ganyan","肝炎","http://www.haodf.com/jibing/ganyan.htm","2015/11/8 18:49:29","0","zhongyiganbingke","中医肝病科","0"
"ganyanzheng","干眼症","http://www.haodf.com/jibing/ganyanzheng.htm","2015/11/8 18:54:51","0","zhongyiyankezu","中医眼科","0"
"ganyinghua","肝硬化","http://www.haodf.com/jibing/ganyinghua.htm","2015/11/8 18:53:58","0","zhongyixiaohuake","中医消化科","0"
"ganyizhi","肝移植","http://www.haodf.com/jibing/ganyizhi.htm","2015/11/8 18:19:09","0","qiguanyizhi","器官移植","2"
"ganzangjieru","肝癌介入","http://www.haodf.com/jibing/ganzangjieru.htm","2015/11/8 18:05:10","0","ganbingke","肝病科","2"
"ganzhongliu","肝肿瘤","http://www.haodf.com/jibing/ganzhongliu.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"gaodanguchunxuezheng","高胆固醇血症","http://www.haodf.com/jibing/gaodanguchunxuezheng.htm","2015/11/8 18:14:48","0","laonianbingneike","老年病科","1"
"gaoganyousanzhixuezheng","高甘油三酯血症","http://www.haodf.com/jibing/gaoganyousanzhixuezheng.htm","2015/11/8 18:14:48","0","laonianbingneike","老年病科","1"
"gaomirusuxuezheng","高泌乳素血症","http://www.haodf.com/jibing/gaomirusuxuezheng.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","1"
"gaowanai","睾丸癌","http://www.haodf.com/jibing/gaowanai.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"gaowanniuzhuan","睾丸扭转","http://www.haodf.com/jibing/gaowanniuzhuan.htm","2015/11/8 18:16:32","0","miniaowaike","泌尿外科","1"
"gaoxueya","高血压","http://www.haodf.com/jibing/gaoxueya.htm","2015/11/8 18:53:58","0","zhongyixinneike","中医心内科","0"
"gaoyuanbing","高原病","http://www.haodf.com/jibing/gaoyuanbing.htm","2015/11/8 18:47:37","0","zhiyebingke","职业病科","1"
"gaozhixuezheng","高脂血症","http://www.haodf.com/jibing/gaozhixuezheng.htm","2015/11/8 18:53:58","0","zhongyixinneike","中医心内科","1"
"gejijibing","膈肌疾病","http://www.haodf.com/jibing/gejijibing.htm","2015/11/8 18:41:33","0","xiongwaike","胸外科","1"
"gengnianqi","更年期综合症","http://www.haodf.com/jibing/gengnianqi.htm","2015/11/8 18:50:30","0","zhongyineifenmi","中医内分泌","0"
"genguanzhiliao","根管治疗","http://www.haodf.com/jibing/genguanzhiliao.htm","2015/11/8 18:12:12","0","kouqiangke-xiufu","口腔修复科","2"
"genguguzhe","跟骨骨折","http://www.haodf.com/jibing/genguguzhe.htm","2015/11/8 18:56:35","0","zuhuaiwaike","足踝外科","1"
"genjianduanlie","跟腱断裂","http://www.haodf.com/jibing/genjianduanlie.htm","2015/11/8 18:56:35","0","zuhuaiwaike","足踝外科","1"
"geshan","膈疝","http://www.haodf.com/jibing/geshan.htm","2015/11/8 18:41:33","0","xiongwaike","胸外科","1"
"gongjingai","宫颈癌","http://www.haodf.com/jibing/gongjingai.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","0"
"gongjingaiqianbingbian","宫颈癌前病变","http://www.haodf.com/jibing/gongjingaiqianbingbian.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","0"
"gongjingmilan","宫颈糜烂","http://www.haodf.com/jibing/gongjingmilan.htm","2015/11/8 18:05:08","0","fuke","妇科","0"
"gongjingrenshen","宫颈妊娠","http://www.haodf.com/jibing/gongjingrenshen.htm","2015/11/8 18:04:56","0","chanke","产科","1"
"gongjingyan","宫颈炎","http://www.haodf.com/jibing/gongjingyan.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","0"
"gongjingzhuiqieshu","宫颈锥切术","http://www.haodf.com/jibing/gongjingzhuiqieshu.htm","2015/11/8 18:47:38","0","zhongliufuke","肿瘤妇科","2"
"gongmoyan","巩膜炎","http://www.haodf.com/jibing/gongmoyan.htm","2015/11/8 18:54:51","0","zhongyiyankezu","中医眼科","1"
"gongnengxinglong","功能性聋","http://www.haodf.com/jibing/gongnengxinglong.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"gongnengxingxiaohuabuliang","功能性消化不良","http://www.haodf.com/jibing/gongnengxingxiaohuabuliang.htm","2015/11/8 18:38:57","0","xiaohuaneike","消化内科","1"
"gongnengxingzigongchuxue","功能性子宫出血","http://www.haodf.com/jibing/gongnengxingzigongchuxue.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","0"
"gongqiangjing","宫腔镜","http://www.haodf.com/jibing/gongqiangjing.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","2"
"gongwaiyun","宫外孕","http://www.haodf.com/jibing/gongwaiyun.htm","2015/11/8 18:49:28","0","zhongyifuchanke","中医妇产科","1"
"gongxingchongbing","弓形虫病","http://www.haodf.com/jibing/gongxingchongbing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"gouchongbing","钩虫病","http://www.haodf.com/jibing/gouchongbing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"gouduanluoxuantibing","钩端螺旋体病","http://www.haodf.com/jibing/gouduanluoxuantibing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"guai","骨癌","http://www.haodf.com/jibing/guai.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","0"
"guanjiejing","关节镜","http://www.haodf.com/jibing/guanjiejing.htm","2015/11/8 18:47:35","0","yundongyixueke","运动医学科","2"
"guanjiesunshang","关节损伤","http://www.haodf.com/jibing/guanjiesunshang.htm","2015/11/8 18:47:35","0","yundongyixueke","运动医学科","0"
"guanjieyan","关节炎","http://www.haodf.com/jibing/guanjieyan.htm","2015/11/8 18:47:35","0","yundongyixueke","运动医学科","0"
"guanxinbing","冠心病","http://www.haodf.com/jibing/guanxinbing.htm","2015/11/8 18:53:58","0","zhongyixinneike","中医心内科","0"
"gubulian","骨不连","http://www.haodf.com/jibing/gubulian.htm","2015/11/8 18:04:58","0","chuangshangguke","创伤骨科","0"
"gugutouhuaisi","股骨头坏死","http://www.haodf.com/jibing/gugutouhuaisi.htm","2015/11/8 18:26:05","0","xiaoerguke","小儿骨科","1"
"gujiehebing","骨结核病","http://www.haodf.com/jibing/gujiehebing.htm","2015/11/8 18:08:43","0","jiehebingke","结核病科","1"
"gujuxibaoliu","骨巨细胞瘤","http://www.haodf.com/jibing/gujuxibaoliu.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","0"
"gulishen","孤立肾","http://www.haodf.com/jibing/gulishen.htm","2015/11/8 18:16:32","0","miniaowaike","泌尿外科","1"
"guliu","骨瘤","http://www.haodf.com/jibing/guliu.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","0"
"gumochuankong","鼓膜穿孔","http://www.haodf.com/jibing/gumochuankong.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","0"
"gumoneixian","鼓膜内陷","http://www.haodf.com/jibing/gumoneixian.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"gumowaishang","鼓膜外伤","http://www.haodf.com/jibing/gumowaishang.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"gunangzhong","骨囊肿","http://www.haodf.com/jibing/gunangzhong.htm","2015/11/8 18:26:05","0","xiaoerguke","小儿骨科","1"
"guominxingbiyan","过敏性鼻炎","http://www.haodf.com/jibing/guominxingbiyan.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","0"
"guominxingjiemoyan","过敏性结膜炎","http://www.haodf.com/jibing/guominxingjiemoyan.htm","2015/11/8 18:04:54","0","biantaifanyingke","过敏反应科","1"
"guominxingxiuke","过敏性休克","http://www.haodf.com/jibing/guominxingxiuke.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"guominxingzidian","过敏性紫癜","http://www.haodf.com/jibing/guominxingzidian.htm","2015/11/8 18:04:54","0","biantaifanyingke","过敏反应科","1"
"guoqirenshen","过期妊娠","http://www.haodf.com/jibing/guoqirenshen.htm","2015/11/8 18:04:56","0","chanke","产科","1"
"gupenguzhe","骨盆骨折","http://www.haodf.com/jibing/gupenguzhe.htm","2015/11/8 18:04:58","0","chuangshangguke","创伤骨科","0"
"gurouliu","骨肉瘤","http://www.haodf.com/jibing/gurouliu.htm","2015/11/8 18:47:40","0","zhongliuneike","肿瘤内科","1"
"guruangubing","骨软骨病","http://www.haodf.com/jibing/guruangubing.htm","2015/11/8 18:47:35","0","yundongyixueke","运动医学科","0"
"guruanguliu","骨软骨瘤","http://www.haodf.com/jibing/guruanguliu.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","1"
"gushenjingsunshang","股神经损伤","http://www.haodf.com/jibing/gushenjingsunshang.htm","2015/11/8 18:04:58","0","chuangshangguke","创伤骨科","1"
"gushisuanxingrouyazhong","骨嗜酸性肉芽肿","http://www.haodf.com/jibing/gushisuanxingrouyazhong.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","1"
"gusuiyan","骨髓炎","http://www.haodf.com/jibing/gusuiyan.htm","2015/11/8 18:26:05","0","xiaoerguke","小儿骨科","1"
"guxianweijiegoubuliang","骨纤维结构不良","http://www.haodf.com/jibing/guxianweijiegoubuliang.htm","2015/11/8 18:26:05","0","xiaoerguke","小儿骨科","1"
"guxianweirouliu","骨纤维肉瘤","http://www.haodf.com/jibing/guxianweirouliu.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","1"
"guyanchang","骨延长","http://www.haodf.com/jibing/guyanchang.htm","2015/11/8 18:26:05","0","xiaoerguke","小儿骨科","2"
"guyangguliu","骨样骨瘤","http://www.haodf.com/jibing/guyangguliu.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","1"
"guzhe","骨折","http://www.haodf.com/jibing/guzhe.htm","2015/11/8 18:47:35","0","yundongyixueke","运动医学科","0"
"guzhishusong","骨质疏松","http://www.haodf.com/jibing/guzhishusong.htm","2015/11/8 18:14:48","0","laonianbingneike","老年病科","0"
"guzhongliu","骨肿瘤","http://www.haodf.com/jibing/guzhongliu.htm","2015/11/8 18:47:42","0","zhongliuzongheke","肿瘤综合科","1"
"heirebing","黑热病","http://www.haodf.com/jibing/heirebing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"heisesuliu","黑色素瘤","http://www.haodf.com/jibing/heisesuliu.htm","2015/11/8 18:47:40","0","zhongliuneike","肿瘤内科","1"
"houai","喉癌","http://www.haodf.com/jibing/houai.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","1"
"houbaibanbing","喉白斑病","http://www.haodf.com/jibing/houbaibanbing.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houchaguansunshang","喉插管损伤","http://www.haodf.com/jibing/houchaguansunshang.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houcishang","喉刺伤","http://www.haodf.com/jibing/houcishang.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"houcuoshang","喉挫伤","http://www.haodf.com/jibing/houcuoshang.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"houdianfenyangbian","喉淀粉样变","http://www.haodf.com/jibing/houdianfenyangbian.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"houguanjieyan","喉关节炎","http://www.haodf.com/jibing/houguanjieyan.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houhuoshaoshang","喉火器伤","http://www.haodf.com/jibing/houhuoshaoshang.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"houjiaohuazheng","喉角化症","http://www.haodf.com/jibing/houjiaohuazheng.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"hounangzhong","喉囊肿","http://www.haodf.com/jibing/hounangzhong.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"hounianyenangzhong","喉粘液囊肿","http://www.haodf.com/jibing/hounianyenangzhong.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houqieshang","喉切伤","http://www.haodf.com/jibing/houqieshang.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houqinangzhong","喉气囊肿","http://www.haodf.com/jibing/houqinangzhong.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"hourutouzhuangliu","喉乳头状瘤","http://www.haodf.com/jibing/hourutouzhuangliu.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houshaozhuoshang","喉烧灼伤","http://www.haodf.com/jibing/houshaozhuoshang.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houshenjingxianweiliu","喉神经纤维瘤","http://www.haodf.com/jibing/houshenjingxianweiliu.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houshuizhong","喉水肿","http://www.haodf.com/jibing/houshuizhong.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"houtangshang","喉烫伤","http://www.haodf.com/jibing/houtangshang.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"houwaishang","喉外伤","http://www.haodf.com/jibing/houwaishang.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houxianweiliu","喉纤维瘤","http://www.haodf.com/jibing/houxianweiliu.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houxiazhai","喉狭窄","http://www.haodf.com/jibing/houxiazhai.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houxueguanliu","喉血管瘤","http://www.haodf.com/jibing/houxueguanliu.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houyan","喉炎","http://www.haodf.com/jibing/houyan.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"houyiwu","喉异物","http://www.haodf.com/jibing/houyiwu.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"houzhongliu","喉肿瘤","http://www.haodf.com/jibing/houzhongliu.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"houzusai","喉阻塞","http://www.haodf.com/jibing/houzusai.htm","2015/11/8 18:53:57","0","zhongyiwuguanke","中医五官科","1"
"huafenzheng","花粉症","http://www.haodf.com/jibing/huafenzheng.htm","2015/11/8 18:04:54","0","biantaifanyingke","过敏反应科","0"
"huaibuguzhe","踝部骨折","http://www.haodf.com/jibing/huaibuguzhe.htm","2015/11/8 18:56:35","0","zuhuaiwaike","足踝外科","1"
"huaibuniushang","踝部扭伤","http://www.haodf.com/jibing/huaibuniushang.htm","2015/11/8 18:56:35","0","zuhuaiwaike","足踝外科","0"
"huamorouliu","滑膜肉瘤","http://www.haodf.com/jibing/huamorouliu.htm","2015/11/8 18:07:49","0","guzhongliuke","骨肿瘤科","1"
"huamoyan","滑膜炎","http://www.haodf.com/jibing/huamoyan.htm","2015/11/8 18:47:35","0","yundongyixueke","运动医学科","0"
"huangbanbianxing","黄斑变性","http://www.haodf.com/jibing/huangbanbianxing.htm","2015/11/8 18:54:51","0","zhongyiyankezu","中医眼科","0"
"huangbanliekong","黄斑裂孔","http://www.haodf.com/jibing/huangbanliekong.htm","2015/11/8 18:42:26","0","yandizu","眼底","0"
"huangbanshiwangmoqianmo","黄斑前膜","http://www.haodf.com/jibing/huangbanshiwangmoqianmo.htm","2015/11/8 18:42:26","0","yandizu","眼底","0"
"huangdan","黄疸","http://www.haodf.com/jibing/huangdan.htm","2015/11/8 18:49:29","0","zhongyiganbingke","中医肝病科","0"
"huanzhuangyixian","环形胰腺","http://www.haodf.com/jibing/huanzhuangyixian.htm","2015/11/8 18:33:47","0","xiaoerwaike","小儿外科","1"
"huazhigaoxichongbing","华支睾吸虫病","http://www.haodf.com/jibing/huazhigaoxichongbing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"hufuzhouweiai","壶腹周围癌","http://www.haodf.com/jibing/hufuzhouweiai.htm","2015/11/8 18:47:41","0","zhongliuwaike","肿瘤外科","1"
"huichongbing","蛔虫病","http://www.haodf.com/jibing/huichongbing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"huiguire","回归热","http://www.haodf.com/jibing/huiguire.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"huiyannangzhong","会厌囊肿","http://www.haodf.com/jibing/huiyannangzhong.htm","2015/11/8 18:05:02","0","erbihouke","耳鼻喉","1"
"hunhezhi","混合痔","http://www.haodf.com/jibing/hunhezhi.htm","2015/11/8 18:49:30","0","zhongyigangchangke","中医肛肠科","1"
"hunlianxinliwenti","婚恋心理问题","http://www.haodf.com/jibing/hunlianxinliwenti.htm","2015/11/8 18:38:58","0","xinlizixunke","心理咨询科","0"
"hunwailian","婚外恋","http://www.haodf.com/jibing/hunwailian.htm","2015/11/8 18:38:58","0","xinlizixunke","心理咨询科","1"
"huoluan","霍乱","http://www.haodf.com/jibing/huoluan.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"huxishuaijie","呼吸衰竭","http://www.haodf.com/jibing/huxishuaijie.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
"jiagan","甲肝","http://www.haodf.com/jibing/jiagan.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"jiakang","甲亢","http://www.haodf.com/jibing/jiakang.htm","2015/11/8 18:50:30","0","zhongyineifenmi","中医内分泌","0"
"jiakangtuyan","甲亢突眼","http://www.haodf.com/jibing/jiakangtuyan.htm","2015/11/8 18:07:50","0","heyixueke","核医学科","0"
"jiangpianchongbing","姜片虫病","http://www.haodf.com/jibing/jiangpianchongbing.htm","2015/11/8 18:04:59","0","chuanranke","传染科","1"
"jianguanjiesunshang","肩关节损伤","http://www.haodf.com/jibing/jianguanjiesunshang.htm","2015/11/8 18:04:58","0","chuangshangguke","创伤骨科","0"
"jianqiaoyan","腱鞘炎","http://www.haodf.com/jibing/jianqiaoyan.htm","2015/11/8 18:26:05","0","xiaoerguke","小儿骨科","1"
"jianruishiyou","尖锐湿疣","http://www.haodf.com/jibing/jianruishiyou.htm","2015/11/8 18:38:58","0","xingbingke","性病科","0"
"jianzhixingfeijibing","间质性肺疾病","http://www.haodf.com/jibing/jianzhixingfeijibing.htm","2015/11/8 18:49:31","0","zhongyihuxike","中医呼吸科","1"
"jianzhixingfeiyan","间质性肺炎","http://www.haodf.com/jibing/jianzhixingfeiyan.htm","2015/11/8 18:49:31","0","zhongyihuxike","中医呼吸科","0"
"jianzhouyan","肩周炎","http://www.haodf.com/jibing/jianzhouyan.htm","2015/11/8 18:48:34","0","zhongyianmoke","中医按摩科","0"
"jiaolvzheng","焦虑症","http://www.haodf.com/jibing/jiaolvzheng.htm","2015/11/8 18:49:32","0","zhongyijingshenke","中医精神科","0"
"jiaomoyan","角膜炎","http://www.haodf.com/jibing/jiaomoyan.htm","2015/11/8 18:54:51","0","zhongyiyankezu","中医眼科","0"
"jiaomoyizhi","角膜移植","http://www.haodf.com/jibing/jiaomoyizhi.htm","2015/11/8 18:07:51","0","jiaomozu","角膜科","2"
"jiaozhiliu","胶质瘤","http://www.haodf.com/jibing/jiaozhiliu.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","1"
"jiatingbaoli","家庭暴力","http://www.haodf.com/jibing/jiatingbaoli.htm","2015/11/8 18:38:58","0","xinlizixunke","心理咨询科","1"
"jiatingxinliwenti","家庭心理问题","http://www.haodf.com/jibing/jiatingxinliwenti.htm","2015/11/8 18:38:58","0","xinlizixunke","心理咨询科","0"
"jiaxingshiyou","假性湿疣","http://www.haodf.com/jibing/jiaxingshiyou.htm","2015/11/8 18:38:58","0","xingbingke","性病科","1"
"jiazhidianqieshu","颊脂垫切除手术","http://www.haodf.com/jibing/jiazhidianqieshu.htm","2015/11/8 18:47:36","0","zhengxingwaike","整形科","2"
"jiazhuangxianai","甲状腺癌","http://www.haodf.com/jibing/jiazhuangxianai.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","0"
"jiazhuangxiangongnengjiantui","甲减","http://www.haodf.com/jibing/jiazhuangxiangongnengjiantui.htm","2015/11/8 18:50:30","0","zhongyineifenmi","中医内分泌","0"
"jiazhuangxianliu","甲状腺瘤","http://www.haodf.com/jibing/jiazhuangxianliu.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","1"
"jiazhuangxianyan","甲状腺炎","http://www.haodf.com/jibing/jiazhuangxianyan.htm","2015/11/8 18:50:30","0","zhongyineifenmi","中医内分泌","0"
"jiechangai","结肠癌","http://www.haodf.com/jibing/jiechangai.htm","2015/11/8 18:54:52","0","zhongyizhongliuke","中医肿瘤科","0"
"jiechangyan","结肠炎","http://www.haodf.com/jibing/jiechangyan.htm","2015/11/8 18:53:58","0","zhongyixiaohuake","中医消化科","0"
"jiechuxingpiyan","接触性皮炎","http://www.haodf.com/jibing/jiechuxingpiyan.htm","2015/11/8 18:04:54","0","biantaifanyingke","过敏反应科","1"
"jiehexingfumoyan","结核性腹膜炎","http://www.haodf.com/jibing/jiehexingfumoyan.htm","2015/11/8 18:08:43","0","jiehebingke","结核病科","0"
"jiehexingnaomoyan","结核性脑膜炎","http://www.haodf.com/jibing/jiehexingnaomoyan.htm","2015/11/8 18:08:43","0","jiehebingke","结核病科","0"
"jiehexingxiongmoyan","结核性胸膜炎","http://www.haodf.com/jibing/jiehexingxiongmoyan.htm","2015/11/8 18:08:43","0","jiehebingke","结核病科","1"
"jiejiebing","结节病","http://www.haodf.com/jibing/jiejiebing.htm","2015/11/8 18:07:50","0","huxineike","呼吸科","0"
"jiemoyan","结膜炎","http://www.haodf.com/jibing/jiemoyan.htm","2015/11/8 18:54:51","0","zhongyiyankezu","中医眼科","0"
"jifuzheng","急腹症","http://www.haodf.com/jibing/jifuzheng.htm","2015/11/8 18:10:26","0","jizhenke","急诊科","1"
